Date, MaxTemperature, MinTemperature, AvgTemperature, Precipitation, Snowfall, SnowDepth
1/1/1900,67,47,57, 0.00, 0.0, M
1/2/1900,62,50,56, T, 0.0, M
1/3/1900,59,54,56.5, 1.16, 0.0, M
1/4/1900,68,49,58.5, T, 0.0, M
1/5/1900,66,54,60, 0.01, 0.0, M
1/6/1900,66,47,56.5, 0.00, 0.0, M
1/7/1900,68,49,58.5, 0.00, 0.0, M
1/8/1900,66,47,56.5, 0.00, 0.0, M
1/9/1900,70,45,57.5, 0.00, 0.0, M
1/10/1900,72,41,56.5, 0.00, 0.0, M
1/11/1900,75,43,59, 0.00, 0.0, M
1/12/1900,75,42,58.5, 0.00, 0.0, M
1/13/1900,76,51,63.5, 0.00, 0.0, M
1/14/1900,66,42,54, 0.00, 0.0, M
1/15/1900,57,44,50.5, 0.00, 0.0, M
1/16/1900,69,41,55, 0.00, 0.0, M
1/17/1900,81,47,64, 0.00, 0.0, M
1/18/1900,81,47,64, 0.00, 0.0, M
1/19/1900,78,54,66, 0.00, 0.0, M
1/20/1900,71,48,59.5, 0.00, 0.0, M
1/21/1900,66,43,54.5, 0.00, 0.0, M
1/22/1900,67,43,55, 0.00, 0.0, M
1/23/1900,74,45,59.5, 0.00, 0.0, M
1/24/1900,68,45,56.5, 0.00, 0.0, M
1/25/1900,62,50,56, T, 0.0, M
1/26/1900,66,45,55.5, 0.00, 0.0, M
1/27/1900,63,46,54.5, 0.00, 0.0, M
1/28/1900,60,52,56, 0.00, 0.0, M
1/29/1900,71,47,59, 0.00, 0.0, M
1/30/1900,65,48,56.5, 0.00, 0.0, M
1/31/1900,68,49,58.5, 0.00, 0.0, M
2/1/1900,69,41,55, 0.00, 0.0, M
2/2/1900,66,45,55.5, 0.00, 0.0, M
2/3/1900,68,41,54.5, 0.00, 0.0, M
2/4/1900,63,45,54, T, 0.0, M
2/5/1900,60,46,53, T, 0.0, M
2/6/1900,74,45,59.5, 0.00, 0.0, M
2/7/1900,70,42,56, 0.00, 0.0, M
2/8/1900,68,47,57.5, 0.00, 0.0, M
2/9/1900,69,40,54.5, 0.00, 0.0, M
2/10/1900,72,49,60.5, 0.00, 0.0, M
2/11/1900,74,41,57.5, 0.00, 0.0, M
2/12/1900,66,45,55.5, 0.00, 0.0, M
2/13/1900,64,53,58.5, 0.00, 0.0, M
2/14/1900,62,46,54, 0.00, 0.0, M
2/15/1900,62,49,55.5, 0.00, 0.0, M
2/16/1900,70,43,56.5, 0.00, 0.0, M
2/17/1900,82,46,64, 0.00, 0.0, M
2/18/1900,70,48,59, 0.00, 0.0, M
2/19/1900,64,45,54.5, 0.00, 0.0, M
2/20/1900,68,46,57, 0.00, 0.0, M
2/21/1900,79,44,61.5, 0.00, 0.0, M
2/22/1900,84,48,66, 0.00, 0.0, M
2/23/1900,81,47,64, 0.00, 0.0, M
2/24/1900,81,52,66.5, 0.00, 0.0, M
2/25/1900,77,47,62, 0.00, 0.0, M
2/26/1900,68,45,56.5, 0.00, 0.0, M
2/27/1900,76,45,60.5, 0.00, 0.0, M
2/28/1900,81,48,64.5, 0.00, 0.0, M
3/1/1900,76,51,63.5, 0.00, M, M
3/2/1900,69,44,56.5, 0.00, M, M
3/3/1900,65,50,57.5, 0.09, M, M
3/4/1900,56,48,52, 0.90, M, M
3/5/1900,62,40,51, 0.00, M, M
3/6/1900,64,44,54, 0.00, M, M
3/7/1900,67,45,56, 0.00, M, M
3/8/1900,68,45,56.5, 0.00, M, M
3/9/1900,86,51,68.5, 0.00, M, M
3/10/1900,90,57,73.5, 0.00, M, M
3/11/1900,86,54,70, 0.00, M, M
3/12/1900,71,51,61, T, M, M
3/13/1900,63,56,59.5, T, M, M
3/14/1900,66,56,61, T, M, M
3/15/1900,75,54,64.5, T, M, M
3/16/1900,64,53,58.5, 0.00, M, M
3/17/1900,64,55,59.5, 0.00, M, M
3/18/1900,68,50,59, 0.00, M, M
3/19/1900,62,52,57, T, M, M
3/20/1900,70,52,61, 0.00, M, M
3/21/1900,74,53,63.5, 0.00, M, M
3/22/1900,66,56,61, 0.00, M, M
3/23/1900,65,51,58, T, M, M
3/24/1900,71,47,59, T, M, M
3/25/1900,75,49,62, 0.00, M, M
3/26/1900,68,54,61, 0.00, M, M
3/27/1900,69,49,59, 0.00, M, M
3/28/1900,71,46,58.5, 0.00, M, M
3/29/1900,76,48,62, 0.00, M, M
3/30/1900,81,48,64.5, 0.00, M, M
3/31/1900,77,51,64, 0.00, M, M
4/1/1900,66,52,59, 0.00, M, M
4/2/1900,68,49,58.5, T, M, M
4/3/1900,65,49,57, 0.14, M, M
4/4/1900,73,49,61, 0.00, M, M
4/5/1900,70,47,58.5, 0.00, M, M
4/6/1900,68,49,58.5, 0.00, M, M
4/7/1900,65,54,59.5, 0.01, M, M
4/8/1900,64,49,56.5, 0.00, M, M
4/9/1900,67,40,53.5, 0.00, M, M
4/10/1900,73,43,58, 0.00, M, M
4/11/1900,76,48,62, 0.00, M, M
4/12/1900,69,43,56, 0.00, M, M
4/13/1900,66,48,57, 0.00, M, M
4/14/1900,69,44,56.5, 0.00, M, M
4/15/1900,72,45,58.5, 0.00, M, M
4/16/1900,76,45,60.5, 0.00, M, M
4/17/1900,75,49,62, 0.00, M, M
4/18/1900,72,48,60, 0.00, M, M
4/19/1900,66,50,58, 0.00, M, M
4/20/1900,61,48,54.5, 0.03, M, M
4/21/1900,53,43,48, 0.35, M, M
4/22/1900,63,46,54.5, T, M, M
4/23/1900,66,46,56, 0.00, M, M
4/24/1900,66,44,55, 0.00, M, M
4/25/1900,63,49,56, 0.00, M, M
4/26/1900,62,50,56, 0.00, M, M
4/27/1900,59,41,50, 0.01, M, M
4/28/1900,64,41,52.5, 0.00, M, M
4/29/1900,62,50,56, 0.00, M, M
4/30/1900,67,46,56.5, 0.00, M, M
5/1/1900,70,47,58.5, 0.00, M, M
5/2/1900,69,50,59.5, 0.00, M, M
5/3/1900,74,47,60.5, 0.00, M, M
5/4/1900,62,52,57, 0.66, M, M
5/5/1900,66,55,60.5, 0.78, M, M
5/6/1900,67,54,60.5, 0.00, M, M
5/7/1900,72,52,62, 0.00, M, M
5/8/1900,78,54,66, 0.00, M, M
5/9/1900,86,54,70, 0.00, M, M
5/10/1900,70,51,60.5, 0.08, M, M
5/11/1900,63,48,55.5, 0.29, M, M
5/12/1900,65,49,57, 0.00, M, M
5/13/1900,71,48,59.5, 0.00, M, M
5/14/1900,76,52,64, 0.00, M, M
5/15/1900,87,54,70.5, 0.00, M, M
5/16/1900,82,58,70, 0.00, M, M
5/17/1900,78,56,67, 0.00, M, M
5/18/1900,72,57,64.5, 0.00, M, M
5/19/1900,70,57,63.5, 0.00, M, M
5/20/1900,78,52,65, 0.00, M, M
5/21/1900,82,57,69.5, 0.00, M, M
5/22/1900,78,55,66.5, T, M, M
5/23/1900,72,58,65, 0.00, M, M
5/24/1900,72,59,65.5, 0.00, M, M
5/25/1900,76,53,64.5, 0.00, M, M
5/26/1900,82,53,67.5, 0.00, M, M
5/27/1900,79,58,68.5, 0.00, M, M
5/28/1900,76,59,67.5, 0.00, M, M
5/29/1900,80,53,66.5, 0.00, M, M
5/30/1900,78,55,66.5, 0.00, M, M
5/31/1900,74,56,65, 0.00, M, M
6/1/1900,75,55,65, 0.00, M, M
6/2/1900,74,57,65.5, 0.00, M, M
6/3/1900,75,54,64.5, T, M, M
6/4/1900,75,57,66, 0.00, M, M
6/5/1900,73,56,64.5, 0.00, M, M
6/6/1900,89,53,71, 0.00, M, M
6/7/1900,83,60,71.5, T, M, M
6/8/1900,80,62,71, T, M, M
6/9/1900,73,57,65, 0.00, M, M
6/10/1900,69,59,64, 0.00, M, M
6/11/1900,73,53,63, 0.00, M, M
6/12/1900,71,58,64.5, 0.00, M, M
6/13/1900,65,57,61, T, M, M
6/14/1900,73,56,64.5, 0.00, M, M
6/15/1900,77,52,64.5, 0.00, M, M
6/16/1900,77,54,65.5, 0.00, M, M
6/17/1900,81,53,67, 0.00, M, M
6/18/1900,82,56,69, 0.00, M, M
6/19/1900,84,57,70.5, 0.00, M, M
6/20/1900,82,60,71, 0.00, M, M
6/21/1900,80,60,70, 0.00, M, M
6/22/1900,77,59,68, 0.00, M, M
6/23/1900,80,59,69.5, 0.00, M, M
6/24/1900,80,56,68, 0.00, M, M
6/25/1900,83,57,70, 0.00, M, M
6/26/1900,78,59,68.5, 0.00, M, M
6/27/1900,78,58,68, 0.00, M, M
6/28/1900,81,61,71, 0.00, M, M
6/29/1900,79,60,69.5, 0.00, M, M
6/30/1900,78,60,69, T, M, M
7/1/1900,73,60,66.5, 0.00, M, M
7/2/1900,74,60,67, 0.00, M, M
7/3/1900,74,55,64.5, 0.00, M, M
7/4/1900,75,53,64, 0.00, M, M
7/5/1900,79,59,69, 0.00, M, M
7/6/1900,80,60,70, 0.00, M, M
7/7/1900,80,61,70.5, 0.00, M, M
7/8/1900,82,60,71, 0.00, M, M
7/9/1900,82,60,71, 0.00, M, M
7/10/1900,86,62,74, 0.00, M, M
7/11/1900,91,60,75.5, 0.00, M, M
7/12/1900,94,61,77.5, 0.00, M, M
7/13/1900,85,64,74.5, 0.00, M, M
7/14/1900,80,63,71.5, 0.00, M, M
7/15/1900,79,62,70.5, 0.00, M, M
7/16/1900,80,63,71.5, 0.00, M, M
7/17/1900,76,60,68, 0.00, M, M
7/18/1900,77,58,67.5, 0.00, M, M
7/19/1900,76,58,67, 0.00, M, M
7/20/1900,75,61,68, T, M, M
7/21/1900,82,58,70, 0.00, M, M
7/22/1900,93,64,78.5, 0.00, M, M
7/23/1900,95,60,77.5, 0.00, M, M
7/24/1900,92,61,76.5, 0.00, M, M
7/25/1900,84,60,72, 0.00, M, M
7/26/1900,81,58,69.5, 0.00, M, M
7/27/1900,82,61,71.5, 0.00, M, M
7/28/1900,79,61,70, 0.00, M, M
7/29/1900,77,61,69, 0.00, M, M
7/30/1900,74,58,66, 0.00, M, M
7/31/1900,86,59,72.5, 0.00, M, M
8/1/1900,90,64,77, 0.00, M, M
8/2/1900,93,66,79.5, 0.00, M, M
8/3/1900,80,64,72, 0.00, M, M
8/4/1900,77,64,70.5, 0.00, M, M
8/5/1900,76,62,69, 0.00, M, M
8/6/1900,76,61,68.5, 0.00, M, M
8/7/1900,77,57,67, 0.00, M, M
8/8/1900,78,56,67, 0.00, M, M
8/9/1900,76,59,67.5, 0.00, M, M
8/10/1900,76,60,68, 0.00, M, M
8/11/1900,77,58,67.5, 0.00, M, M
8/12/1900,77,58,67.5, 0.00, M, M
8/13/1900,78,58,68, 0.00, M, M
8/14/1900,78,58,68, 0.00, M, M
8/15/1900,77,55,66, 0.00, M, M
8/16/1900,76,57,66.5, 0.00, M, M
8/17/1900,77,59,68, T, M, M
8/18/1900,71,60,65.5, 0.00, M, M
8/19/1900,74,60,67, 0.00, M, M
8/20/1900,74,51,62.5, 0.00, M, M
8/21/1900,79,55,67, 0.00, M, M
8/22/1900,82,55,68.5, 0.00, M, M
8/23/1900,84,57,70.5, 0.00, M, M
8/24/1900,80,53,66.5, 0.00, M, M
8/25/1900,77,61,69, 0.00, M, M
8/26/1900,79,60,69.5, 0.00, M, M
8/27/1900,80,61,70.5, 0.00, M, M
8/28/1900,74,61,67.5, 0.00, M, M
8/29/1900,75,59,67, 0.00, M, M
8/30/1900,74,58,66, 0.00, M, M
8/31/1900,75,61,68, 0.00, M, M
9/1/1900,76,60,68, T, M, M
9/2/1900,73,57,65, T, M, M
9/3/1900,74,61,67.5, 0.00, M, M
9/4/1900,79,58,68.5, 0.00, M, M
9/5/1900,80,56,68, 0.00, M, M
9/6/1900,79,55,67, 0.00, M, M
9/7/1900,78,53,65.5, 0.00, M, M
9/8/1900,80,50,65, 0.00, M, M
9/9/1900,75,57,66, 0.00, M, M
9/10/1900,72,58,65, 0.00, M, M
9/11/1900,74,51,62.5, 0.00, M, M
9/12/1900,74,53,63.5, 0.00, M, M
9/13/1900,72,60,66, 0.00, M, M
9/14/1900,78,52,65, 0.00, M, M
9/15/1900,77,52,64.5, 0.00, M, M
9/16/1900,79,51,65, 0.00, M, M
9/17/1900,85,50,67.5, 0.00, M, M
9/18/1900,87,52,69.5, 0.00, M, M
9/19/1900,88,56,72, 0.00, M, M
9/20/1900,82,49,65.5, 0.00, M, M
9/21/1900,76,55,65.5, 0.00, M, M
9/22/1900,82,59,70.5, 0.00, M, M
9/23/1900,73,61,67, T, M, M
9/24/1900,70,56,63, 0.00, M, M
9/25/1900,72,52,62, 0.00, M, M
9/26/1900,74,50,62, 0.00, M, M
9/27/1900,89,51,70, 0.00, M, M
9/28/1900,94,56,75, 0.00, M, M
9/29/1900,93,62,77.5, 0.00, M, M
9/30/1900,85,55,70, T, M, M
10/1/1900,71,58,64.5, 0.00, M, M
10/2/1900,72,55,63.5, 0.00, M, M
10/3/1900,72,50,61, 0.00, M, M
10/4/1900,72,50,61, T, M, M
10/5/1900,73,54,63.5, T, M, M
10/6/1900,82,50,66, 0.00, M, M
10/7/1900,83,51,67, 0.00, M, M
10/8/1900,81,52,66.5, 0.00, M, M
10/9/1900,83,52,67.5, 0.00, M, M
10/10/1900,76,52,64, 0.00, M, M
10/11/1900,72,59,65.5, T, M, M
10/12/1900,73,62,67.5, 0.00, M, M
10/13/1900,69,58,63.5, 0.10, M, M
10/14/1900,72,55,63.5, 0.15, M, M
10/15/1900,75,52,63.5, 0.00, M, M
10/16/1900,79,53,66, 0.00, M, M
10/17/1900,78,54,66, 0.00, M, M
10/18/1900,73,57,65, 0.00, M, M
10/19/1900,68,57,62.5, T, M, M
10/20/1900,76,57,66.5, 0.01, M, M
10/21/1900,80,54,67, 0.00, M, M
10/22/1900,81,53,67, 0.00, M, M
10/23/1900,75,57,66, 0.00, M, M
10/24/1900,73,57,65, 0.00, M, M
10/25/1900,73,48,60.5, 0.00, M, M
10/26/1900,73,51,62, 0.00, M, M
10/27/1900,70,53,61.5, 0.00, M, M
10/28/1900,68,51,59.5, 0.00, M, M
10/29/1900,74,49,61.5, 0.00, M, M
10/30/1900,74,47,60.5, 0.00, M, M
10/31/1900,78,50,64, 0.00, M, M
11/1/1900,83,50,66.5, 0.00, M, M
11/2/1900,92,58,75, 0.00, M, M
11/3/1900,96,62,79, 0.00, M, M
11/4/1900,90,62,76, 0.00, M, M
11/5/1900,89,58,73.5, 0.00, M, M
11/6/1900,91,56,73.5, 0.00, M, M
11/7/1900,77,52,64.5, 0.00, M, M
11/8/1900,77,53,65, 0.00, M, M
11/9/1900,86,54,70, 0.00, M, M
11/10/1900,91,58,74.5, 0.00, M, M
11/11/1900,94,61,77.5, 0.00, M, M
11/12/1900,92,60,76, 0.00, M, M
11/13/1900,90,63,76.5, 0.00, M, M
11/14/1900,79,50,64.5, 0.00, M, M
11/15/1900,76,54,65, 0.00, M, M
11/16/1900,65,49,57, 0.15, M, M
11/17/1900,64,52,58, 1.58, M, M
11/18/1900,62,54,58, 0.08, M, M
11/19/1900,61,51,56, 0.12, M, M
11/20/1900,60,49,54.5, 0.76, M, M
11/21/1900,60,54,57, 1.82, M, M
11/22/1900,70,56,63, 2.02, M, M
11/23/1900,68,55,61.5, 0.00, M, M
11/24/1900,80,53,66.5, 0.00, M, M
11/25/1900,78,60,69, 0.00, M, M
11/26/1900,73,50,61.5, 0.00, M, M
11/27/1900,77,49,63, 0.00, M, M
11/28/1900,75,48,61.5, 0.00, M, M
11/29/1900,80,52,66, 0.00, M, M
11/30/1900,80,50,65, 0.00, M, M
12/1/1900,83,52,67.5, 0.00, 0.0, M
12/2/1900,80,48,64, 0.00, 0.0, M
12/3/1900,80,50,65, 0.00, 0.0, M
12/4/1900,84,58,71, 0.00, 0.0, M
12/5/1900,83,57,70, 0.00, 0.0, M
12/6/1900,85,51,68, 0.00, 0.0, M
12/7/1900,84,62,73, 0.00, 0.0, M
12/8/1900,80,59,69.5, 0.00, 0.0, M
12/9/1900,74,50,62, 0.00, 0.0, M
12/10/1900,66,48,57, 0.00, 0.0, M
12/11/1900,65,46,55.5, 0.00, 0.0, M
12/12/1900,70,46,58, 0.00, 0.0, M
12/13/1900,71,45,58, 0.00, 0.0, M
12/14/1900,62,44,53, 0.00, 0.0, M
12/15/1900,67,45,56, T, 0.0, M
12/16/1900,72,45,58.5, 0.00, 0.0, M
12/17/1900,70,45,57.5, 0.00, 0.0, M
12/18/1900,76,46,61, 0.00, 0.0, M
12/19/1900,78,55,66.5, 0.00, 0.0, M
12/20/1900,71,46,58.5, 0.00, 0.0, M
12/21/1900,67,43,55, 0.00, 0.0, M
12/22/1900,68,48,58, 0.00, 0.0, M
12/23/1900,74,50,62, 0.00, 0.0, M
12/24/1900,76,51,63.5, 0.00, 0.0, M
12/25/1900,78,52,65, 0.00, 0.0, M
12/26/1900,70,44,57, 0.00, 0.0, M
12/27/1900,68,42,55, 0.00, 0.0, M
12/28/1900,65,46,55.5, 0.00, 0.0, M
12/29/1900,65,37,51, 0.00, 0.0, M
12/30/1900,65,37,51, 0.00, 0.0, M
12/31/1900,60,38,49, 0.00, 0.0, M
1/1/1901,60,36,48, 0.00, 0.0, M
1/2/1901,61,39,50, 0.00, 0.0, M
1/3/1901,61,40,50.5, 0.00, 0.0, M
1/4/1901,57,43,50, T, 0.0, M
1/5/1901,59,47,53, 0.26, 0.0, M
1/6/1901,62,54,58, 0.30, 0.0, M
1/7/1901,61,51,56, 0.51, 0.0, M
1/8/1901,58,43,50.5, 0.00, 0.0, M
1/9/1901,58,38,48, 0.00, 0.0, M
1/10/1901,58,38,48, 0.00, 0.0, M
1/11/1901,59,39,49, 0.00, 0.0, M
1/12/1901,65,40,52.5, 0.00, 0.0, M
1/13/1901,78,51,64.5, 0.00, 0.0, M
1/14/1901,73,51,62, 0.00, 0.0, M
1/15/1901,63,40,51.5, 0.00, 0.0, M
1/16/1901,77,49,63, 0.00, 0.0, M
1/17/1901,76,44,60, 0.00, 0.0, M
1/18/1901,77,51,64, 0.00, 0.0, M
1/19/1901,74,55,64.5, 0.00, 0.0, M
1/20/1901,60,50,55, 0.22, 0.0, M
1/21/1901,64,52,58, 0.15, 0.0, M
1/22/1901,67,50,58.5, 0.00, 0.0, M
1/23/1901,67,47,57, 0.00, 0.0, M
1/24/1901,66,44,55, 0.00, 0.0, M
1/25/1901,58,48,53, 0.00, 0.0, M
1/26/1901,69,45,57, 0.01, 0.0, M
1/27/1901,60,47,53.5, 0.44, 0.0, M
1/28/1901,63,50,56.5, 0.60, 0.0, M
1/29/1901,64,45,54.5, 0.00, 0.0, M
1/30/1901,64,45,54.5, 0.00, 0.0, M
1/31/1901,59,40,49.5, T, 0.0, M
2/1/1901,50,40,45, 0.11, M, M
2/2/1901,55,34,44.5, 0.00, M, M
2/3/1901,58,43,50.5, 0.02, M, M
2/4/1901,60,46,53, 0.25, M, M
2/5/1901,59,47,53, 2.30, M, M
2/6/1901,56,42,49, 0.56, M, M
2/7/1901,55,38,46.5, 0.12, M, M
2/8/1901,54,41,47.5, 0.65, M, M
2/9/1901,49,41,45, 0.30, M, M
2/10/1901,65,40,52.5, 0.00, M, M
2/11/1901,67,42,54.5, 0.00, M, M
2/12/1901,67,44,55.5, 0.00, M, M
2/13/1901,69,43,56, 0.00, M, M
2/14/1901,73,51,62, 0.00, M, M
2/15/1901,76,50,63, 0.00, M, M
2/16/1901,74,50,62, 0.00, M, M
2/17/1901,71,50,60.5, 0.00, M, M
2/18/1901,66,48,57, 0.00, M, M
2/19/1901,64,55,59.5, 0.07, M, M
2/20/1901,72,51,61.5, 0.00, M, M
2/21/1901,65,53,59, 0.00, M, M
2/22/1901,72,54,63, T, M, M
2/23/1901,70,51,60.5, 0.00, M, M
2/24/1901,79,59,69, 0.00, M, M
2/25/1901,78,52,65, 0.00, M, M
2/26/1901,82,51,66.5, 0.00, M, M
2/27/1901,86,58,72, 0.00, M, M
2/28/1901,88,59,73.5, 0.00, M, M
3/1/1901,87,58,72.5, 0.00, M, M
3/2/1901,76,54,65, 0.00, M, M
3/3/1901,71,55,63, 0.00, M, M
3/4/1901,72,55,63.5, 0.00, M, M
3/5/1901,82,50,66, 0.00, M, M
3/6/1901,71,47,59, 0.00, M, M
3/7/1901,66,55,60.5, 0.00, M, M
3/8/1901,67,50,58.5, 0.00, M, M
3/9/1901,69,46,57.5, 0.00, M, M
3/10/1901,67,44,55.5, 0.00, M, M
3/11/1901,64,49,56.5, 0.44, M, M
3/12/1901,69,41,55, 0.00, M, M
3/13/1901,76,45,60.5, 0.00, M, M
3/14/1901,82,47,64.5, 0.00, M, M
3/15/1901,84,52,68, 0.00, M, M
3/16/1901,83,54,68.5, 0.00, M, M
3/17/1901,71,45,58, 0.00, M, M
3/18/1901,74,50,62, 0.00, M, M
3/19/1901,82,48,65, 0.00, M, M
3/20/1901,79,49,64, 0.00, M, M
3/21/1901,70,49,59.5, 0.00, M, M
3/22/1901,68,53,60.5, 0.00, M, M
3/23/1901,71,52,61.5, 0.00, M, M
3/24/1901,76,55,65.5, 0.00, M, M
3/25/1901,72,46,59, 0.00, M, M
3/26/1901,68,50,59, 0.00, M, M
3/27/1901,65,43,54, 0.00, M, M
3/28/1901,61,42,51.5, 0.00, M, M
3/29/1901,64,41,52.5, T, M, M
3/30/1901,61,43,52, 0.01, M, M
3/31/1901,65,40,52.5, 0.00, M, M
4/1/1901,68,45,56.5, 0.00, M, M
4/2/1901,66,45,55.5, 0.00, M, M
4/3/1901,60,48,54, 0.07, M, M
4/4/1901,65,44,54.5, 0.00, M, M
4/5/1901,66,43,54.5, 0.00, M, M
4/6/1901,64,40,52, 0.00, M, M
4/7/1901,63,40,51.5, 0.00, M, M
4/8/1901,66,36,51, 0.00, M, M
4/9/1901,72,44,58, 0.00, M, M
4/10/1901,70,43,56.5, 0.00, M, M
4/11/1901,69,44,56.5, 0.00, M, M
4/12/1901,72,46,59, 0.00, M, M
4/13/1901,66,49,57.5, 0.00, M, M
4/14/1901,65,48,56.5, 0.00, M, M
4/15/1901,61,52,56.5, 0.00, M, M
4/16/1901,65,52,58.5, 0.00, M, M
4/17/1901,69,44,56.5, 0.00, M, M
4/18/1901,69,45,57, 0.00, M, M
4/19/1901,69,49,59, 0.00, M, M
4/20/1901,66,50,58, 0.00, M, M
4/21/1901,69,51,60, 0.00, M, M
4/22/1901,69,47,58, 0.00, M, M
4/23/1901,72,44,58, 0.00, M, M
4/24/1901,73,47,60, 0.00, M, M
4/25/1901,69,54,61.5, 0.00, M, M
4/26/1901,68,50,59, 0.00, M, M
4/27/1901,68,53,60.5, 0.00, M, M
4/28/1901,68,47,57.5, 0.00, M, M
4/29/1901,70,44,57, 0.00, M, M
4/30/1901,63,54,58.5, 0.61, M, M
5/1/1901,62,48,55, 0.76, M, M
5/2/1901,67,48,57.5, 0.03, M, M
5/3/1901,67,49,58, 0.00, M, M
5/4/1901,68,48,58, 0.00, M, M
5/5/1901,68,51,59.5, 0.00, M, M
5/6/1901,66,54,60, 0.01, M, M
5/7/1901,68,55,61.5, T, M, M
5/8/1901,70,55,62.5, T, M, M
5/9/1901,73,54,63.5, T, M, M
5/10/1901,68,53,60.5, T, M, M
5/11/1901,69,54,61.5, 0.00, M, M
5/12/1901,72,54,63, 0.00, M, M
5/13/1901,66,55,60.5, 0.00, M, M
5/14/1901,68,56,62, 0.00, M, M
5/15/1901,70,55,62.5, 0.00, M, M
5/16/1901,68,54,61, 0.00, M, M
5/17/1901,70,55,62.5, 0.00, M, M
5/18/1901,70,55,62.5, T, M, M
5/19/1901,72,48,60, 0.00, M, M
5/20/1901,73,47,60, 0.00, M, M
5/21/1901,69,50,59.5, 0.00, M, M
5/22/1901,76,51,63.5, 0.00, M, M
5/23/1901,73,50,61.5, 0.00, M, M
5/24/1901,62,54,58, 0.46, M, M
5/25/1901,66,50,58, 0.24, M, M
5/26/1901,68,47,57.5, 0.00, M, M
5/27/1901,68,52,60, 0.00, M, M
5/28/1901,67,50,58.5, 0.00, M, M
5/29/1901,71,52,61.5, 0.00, M, M
5/30/1901,67,54,60.5, 0.00, M, M
5/31/1901,72,56,64, 0.00, M, M
6/1/1901,69,57,63, 0.00, M, M
6/2/1901,65,56,60.5, T, M, M
6/3/1901,68,58,63, 0.00, M, M
6/4/1901,67,56,61.5, 0.00, M, M
6/5/1901,74,57,65.5, 0.00, M, M
6/6/1901,72,56,64, 0.00, M, M
6/7/1901,73,55,64, 0.00, M, M
6/8/1901,71,57,64, 0.00, M, M
6/9/1901,72,58,65, 0.00, M, M
6/10/1901,69,53,61, 0.00, M, M
6/11/1901,72,49,60.5, 0.00, M, M
6/12/1901,72,52,62, 0.00, M, M
6/13/1901,71,52,61.5, 0.00, M, M
6/14/1901,76,50,63, 0.00, M, M
6/15/1901,82,51,66.5, 0.00, M, M
6/16/1901,80,56,68, 0.00, M, M
6/17/1901,73,52,62.5, 0.00, M, M
6/18/1901,74,56,65, 0.00, M, M
6/19/1901,71,57,64, 0.00, M, M
6/20/1901,73,55,64, 0.00, M, M
6/21/1901,76,54,65, 0.00, M, M
6/22/1901,79,54,66.5, 0.00, M, M
6/23/1901,73,57,65, 0.00, M, M
6/24/1901,72,59,65.5, 0.00, M, M
6/25/1901,72,55,63.5, 0.00, M, M
6/26/1901,83,52,67.5, 0.00, M, M
6/27/1901,96,58,77, 0.00, M, M
6/28/1901,94,64,79, 0.00, M, M
6/29/1901,87,59,73, 0.00, M, M
6/30/1901,86,60,73, 0.00, M, M
7/1/1901,76,61,68.5, 0.00, M, M
7/2/1901,74,60,67, 0.00, M, M
7/3/1901,74,59,66.5, 0.00, M, M
7/4/1901,80,54,67, 0.00, M, M
7/5/1901,81,53,67, 0.00, M, M
7/6/1901,82,54,68, 0.00, M, M
7/7/1901,84,56,70, 0.00, M, M
7/8/1901,83,56,69.5, 0.00, M, M
7/9/1901,83,52,67.5, 0.00, M, M
7/10/1901,84,57,70.5, 0.00, M, M
7/11/1901,84,58,71, 0.00, M, M
7/12/1901,84,57,70.5, 0.00, M, M
7/13/1901,88,54,71, 0.00, M, M
7/14/1901,86,57,71.5, 0.00, M, M
7/15/1901,82,55,68.5, 0.00, M, M
7/16/1901,82,54,68, 0.00, M, M
7/17/1901,82,60,71, 0.00, M, M
7/18/1901,88,58,73, 0.00, M, M
7/19/1901,85,60,72.5, 0.00, M, M
7/20/1901,82,61,71.5, 0.00, M, M
7/21/1901,83,61,72, 0.00, M, M
7/22/1901,82,61,71.5, 0.00, M, M
7/23/1901,84,60,72, 0.00, M, M
7/24/1901,83,60,71.5, 0.00, M, M
7/25/1901,81,60,70.5, 0.00, M, M
7/26/1901,80,60,70, 0.00, M, M
7/27/1901,82,62,72, 0.00, M, M
7/28/1901,76,60,68, 0.00, M, M
7/29/1901,74,58,66, 0.00, M, M
7/30/1901,85,62,73.5, T, M, M
7/31/1901,83,63,73, 0.00, M, M
8/1/1901,86,64,75, 0.00, M, M
8/2/1901,90,64,77, 0.00, M, M
8/3/1901,85,64,74.5, 0.00, M, M
8/4/1901,87,65,76, 0.00, M, M
8/5/1901,86,64,75, 0.09, M, M
8/6/1901,83,62,72.5, 0.00, M, M
8/7/1901,86,62,74, 0.00, M, M
8/8/1901,81,60,70.5, 0.00, M, M
8/9/1901,81,59,70, 0.00, M, M
8/10/1901,77,58,67.5, 0.00, M, M
8/11/1901,77,61,69, 0.00, M, M
8/12/1901,86,59,72.5, 0.00, M, M
8/13/1901,87,60,73.5, 0.00, M, M
8/14/1901,78,63,70.5, 0.00, M, M
8/15/1901,77,61,69, 0.00, M, M
8/16/1901,80,61,70.5, 0.00, M, M
8/17/1901,79,62,70.5, 0.00, M, M
8/18/1901,80,62,71, 0.00, M, M
8/19/1901,81,61,71, 0.00, M, M
8/20/1901,79,58,68.5, 0.00, M, M
